shipment_id,origin_city,destination_city,avg_speed_mph,weight_of_truck_tons,fuel_price_usd_per_gallon,fuel_efficiency_mpg,traffic_status,road_condition_score,weather_condition,season,delivery_target_days,driver_hours_per_day,market_demand_index,carrier_type,holiday_indicator,lane_id_corrected,ref_distance_miles,ref_speed_limit_mph,ref_total_lane_cost_usd,fuel_cost_usd,total_cost_usd,axle_3,axle_4,axle_5,axle_6_plus
SH_833,"Los Angeles, CA","Phoenix, AZ",68.6,29.0,4.59,6.42,Low,7.0,Snow,Summer,2,8,0.0,Refrigerated,1,2,410,70,887.65,293.1308411,1180.780841,0,0,1,0
SH_834,"Los Angeles, CA","Dallas, TX",68.3,11.5,4.27,5.82,High,9.2,Clear,Summer,3,8,4.5,Refrigerated,0,2,1423,70,3073.68,1044.022337,4117.702337,0,1,0,0
SH_835,"Phoenix, AZ","New York, NY",63.2,24.6,3.79,6.58,Low,4.9,Snow,Spring,5,8,7.3,Dry Van,0,2,2461,70,5377.29,1417.506079,6794.796079,1,0,0,0
SH_837,"Atlanta, GA","Phoenix, AZ",68.1,11.2,4.8,7.64,Medium,9.7,Clear,Fall,4,8,6.0,Refrigerated,0,2,1827,70,3928.05,1147.853403,5075.903403,0,1,0,0
SH_838,"Miami, FL","Denver, CO",57.4,8.9,3.37,5.46,Low,6.6,Storm,Spring,6,8,0.7,Flatbed,1,1,1984,60,3666.43,1224.556777,4890.986777,0,0,1,0
SH_839,"Dallas, TX","New York, NY",46.4,19.3,4.27,6.23,High,8.4,Storm,Winter,6,8,7.7,Tanker,1,1,1576,60,2918.75,1080.179775,3998.929775,0,1,0,0
SH_840,"Phoenix, AZ","Chicago, IL",56.9,21.2,3.04,6.62,Medium,7.7,Rain,Winter,5,8,0.9,Flatbed,1,1,1670,60,3086.16,766.8882175,3853.048218,1,0,0,0
SH_841,"Atlanta, GA","Los Angeles, CA",64.1,8.2,3.71,6.37,Medium,9.0,Rain,Winter,6,8,2.4,Flatbed,1,2,2223,70,4812.8,1294.714286,6107.514286,0,0,0,1
SH_842,"Houston, TX","Los Angeles, CA",40.3,10.0,4.92,6.45,Medium,5.6,Storm,Winter,6,8,6.6,Tanker,1,1,1577,60,2892.22,1202.92093,4095.14093,0,1,0,0
SH_843,"Los Angeles, CA","Denver, CO",73.9,23.1,3.42,4.42,Medium,8.1,Fog,Winter,3,8,7.9,Flatbed,1,3,954,80,2586.29,738.1628959,3324.452896,1,0,0,0
SH_844,"Miami, FL","Seattle, WA",51.4,5.3,4.4,4.45,Medium,8.6,Fog,Summer,8,8,7.8,Refrigerated,0,1,3141,60,5817.13,3105.707865,8922.837865,0,1,0,0
SH_845,"New York, NY","Miami, FL",42.9,24.1,3.14,5.91,Low,5.0,Storm,Summer,4,8,9.1,Flatbed,0,1,1256,60,2360.02,667.3164129,3027.336413,1,0,0,0
SH_846,"Denver, CO","Miami, FL",58.5,24.1,3.01,7.67,High,5.2,Clear,Summer,5,8,1.3,Dry Van,0,1,1984,60,3666.43,778.5971317,4445.027132,0,0,0,1
SH_847,"Seattle, WA","Chicago, IL",44.6,24.4,3.53,7.73,High,8.3,Rain,Spring,6,8,2.2,Dry Van,0,1,1993,60,3691.04,910.1280724,4601.168072,0,0,0,1
SH_848,"Seattle, WA","Chicago, IL",61.6,24.2,3.21,7.85,Medium,9.3,Storm,Spring,6,8,3.2,Refrigerated,1,2,1993,70,4344.74,814.9719745,5159.711975,1,0,0,0
SH_849,"Miami, FL","Houston, TX",50.1,23.4,3.14,7.46,High,7.0,Fog,Summer,3,8,6.1,Flatbed,0,1,1112,60,2049.42,468.0536193,2517.473619,1,0,0,0
SH_850,"Miami, FL","New York, NY",44.6,23.9,3.55,7.62,Medium,8.9,Storm,Winter,5,8,8.1,Tanker,1,1,1256,60,2360.02,585.144357,2945.164357,1,0,0,0
SH_851,"Phoenix, AZ","Miami, FL",43.5,29.0,4.31,5.82,High,6.4,Clear,Spring,7,8,4.1,Tanker,0,1,2276,60,4206.05,1685.491409,5891.541409,0,0,1,0
SH_852,"Chicago, IL","Denver, CO",67.0,10.7,4.84,6.37,Medium,6.3,Clear,Winter,3,8,6.1,Refrigerated,1,2,1056,70,2296.8,802.3610675,3099.161068,0,0,1,0
SH_853,"Chicago, IL","Los Angeles, CA",57.0,17.6,3.35,7.25,Low,7.3,Rain,Winter,6,8,7.7,Dry Van,1,1,2004,60,3729.44,925.9862069,4655.426207,0,0,1,0
SH_854,"Seattle, WA","Los Angeles, CA",73.2,14.2,3.27,6.07,Medium,4.7,Fog,Fall,3,8,1.8,Flatbed,1,3,1104,80,3000.67,594.7413509,3595.411351,0,1,0,0
SH_855,"Atlanta, GA","Chicago, IL",54.2,14.6,4.59,5.83,Low,5.0,Storm,Summer,3,8,1.5,Tanker,1,1,677,60,1251.1,533.0068611,1784.106861,0,0,1,0
SH_856,"Miami, FL","Phoenix, AZ",59.8,22.9,4.88,7.65,High,9.7,Storm,Fall,6,8,9.7,Tanker,1,1,2276,60,4206.05,1451.879739,5657.929739,0,1,0,0
SH_858,"Houston, TX","Dallas, TX",61.5,26.7,4.32,5.74,Medium,8.9,Snow,Fall,1,8,5.3,Refrigerated,0,2,259,70,554.26,194.9268293,749.1868293,0,1,0,0
SH_859,"Seattle, WA","Houston, TX",41.6,21.7,4.73,4.65,Low,8.9,Rain,Spring,7,8,8.3,Refrigerated,0,1,2173,60,3965.72,2210.384946,6176.104946,1,0,0,0
SH_860,"Dallas, TX","Miami, FL",62.0,14.9,3.51,7.93,Low,9.9,Fog,Summer,3,8,7.9,Dry Van,0,2,1277,70,2771.09,565.2295082,3336.319508,1,0,0,0
SH_861,"Atlanta, GA","Seattle, WA",68.6,15.2,3.65,6.98,Low,4.5,Snow,Summer,6,8,4.8,Refrigerated,1,2,2505,70,5398.28,1309.921203,6708.201203,0,1,0,0
SH_862,"Phoenix, AZ","Seattle, WA",51.2,29.1,4.28,4.09,High,6.6,Snow,Winter,5,8,3.0,Flatbed,1,1,1282,60,2346.06,1341.555012,3687.615012,0,0,1,0
SH_863,"Phoenix, AZ","Los Angeles, CA",66.5,20.2,4.14,4.21,Medium,4.8,Rain,Winter,2,8,2.1,Dry Van,1,2,410,70,887.65,403.1828979,1290.832898,0,0,0,1
SH_864,"Phoenix, AZ","Houston, TX",59.1,12.1,4.9,7.37,High,8.3,Rain,Fall,3,8,0.6,Dry Van,0,1,1166,60,2123.29,775.2238806,2898.513881,0,0,1,0
SH_865,"Phoenix, AZ","Dallas, TX",60.6,27.4,4.31,5.4,High,9.8,Storm,Winter,3,8,6.3,Dry Van,0,2,1017,70,2181.47,811.7166667,2993.186667,0,0,0,1
SH_866,"Denver, CO","Atlanta, GA",53.1,21.7,3.14,5.03,Medium,8.3,Clear,Summer,4,8,4.0,Flatbed,0,1,1392,60,2540.4,868.9622266,3409.362227,0,0,1,0
SH_867,"New York, NY","Seattle, WA",55.5,24.3,3.53,4.02,Medium,8.0,Rain,Winter,8,8,6.5,Flatbed,1,1,2762,60,5140.08,2425.338308,7565.418308,0,1,0,0
SH_868,"Chicago, IL","Seattle, WA",73.2,11.1,4.06,5.93,Low,8.2,Fog,Summer,5,8,7.4,Flatbed,1,3,1993,80,5444.88,1364.51602,6809.39602,1,0,0,0
SH_869,"Denver, CO","Los Angeles, CA",48.3,7.4,4.15,6.21,Medium,5.1,Snow,Fall,3,8,0.8,Dry Van,0,1,954,60,1754.41,637.5362319,2391.946232,0,0,0,1
SH_870,"Houston, TX","Miami, FL",67.4,28.0,3.39,7.84,Medium,4.9,Fog,Winter,4,8,8.3,Refrigerated,1,2,1112,70,2413.04,480.8265306,2893.866531,1,0,0,0
SH_871,"Denver, CO","Phoenix, AZ",54.9,8.2,3.25,6.48,Low,8.1,Fog,Fall,2,8,3.3,Refrigerated,0,1,673,60,1228.23,337.5385802,1565.76858,0,1,0,0
SH_872,"Los Angeles, CA","Atlanta, GA",57.4,18.6,3.34,7.04,Medium,9.9,Storm,Summer,6,8,8.8,Flatbed,1,1,2223,60,4088.1,1054.661932,5142.761932,0,0,0,1
SH_873,"Chicago, IL","Dallas, TX",55.9,18.5,4.7,5.92,High,6.2,Snow,Fall,4,8,5.1,Refrigerated,1,1,925,60,1704.77,734.375,2439.145,1,0,0,0
SH_874,"New York, NY","Los Angeles, CA",64.3,18.0,3.6,5.69,Low,5.8,Fog,Summer,6,8,1.6,Tanker,0,2,2812,70,6186.4,1779.121265,7965.521265,1,0,0,0
SH_875,"Houston, TX","New York, NY",48.8,22.1,4.37,6.01,High,8.7,Fog,Spring,5,8,6.9,Flatbed,0,1,1630,60,3018.76,1185.207987,4203.967987,1,0,0,0
SH_876,"Los Angeles, CA","Houston, TX",43.3,29.4,3.57,5.7,High,7.9,Fog,Winter,6,8,8.1,Dry Van,1,1,1577,60,2892.22,987.7,3879.92,0,1,0,0
SH_877,"Los Angeles, CA","Phoenix, AZ",40.6,22.2,3.6,6.5,High,4.9,Rain,Winter,3,8,5.0,Flatbed,1,1,410,60,753.99,227.0769231,981.0669231,0,0,1,0
SH_878,"Phoenix, AZ","Chicago, IL",58.0,17.4,3.67,4.28,High,4.5,Snow,Fall,5,8,3.6,Tanker,1,1,1670,60,3086.16,1431.985981,4518.145981,0,0,1,0
SH_879,"Phoenix, AZ","Chicago, IL",50.7,22.2,4.73,5.2,High,5.2,Storm,Winter,5,8,6.9,Dry Van,0,1,1670,60,3086.16,1519.057692,4605.217692,1,0,0,0
SH_880,"New York, NY","Dallas, TX",54.6,16.7,3.74,4.4,Medium,5.9,Fog,Spring,4,8,2.9,Dry Van,0,1,1576,60,2918.75,1339.6,4258.35,0,0,0,1
SH_881,"Dallas, TX","Houston, TX",46.8,10.3,3.05,7.59,Medium,5.3,Snow,Winter,2,8,0.4,Dry Van,1,1,259,60,470.34,104.0777339,574.4177339,1,0,0,0
SH_882,"Seattle, WA","Chicago, IL",67.1,16.3,4.51,7.82,Low,8.6,Rain,Winter,5,8,7.6,Refrigerated,1,2,1993,70,4344.74,1149.415601,5494.155601,0,1,0,0
SH_883,"Miami, FL","Houston, TX",69.2,9.9,4.79,5.83,High,8.1,Snow,Winter,3,8,10.0,Dry Van,0,2,1112,70,2413.04,913.6329331,3326.672933,0,1,0,0
SH_884,"Dallas, TX","Los Angeles, CA",54.2,10.6,3.51,5.92,Medium,6.2,Snow,Fall,5,8,3.7,Tanker,1,1,1423,60,2609.78,843.7043919,3453.484392,1,0,0,0
SH_885,"Los Angeles, CA","Chicago, IL",53.4,25.9,4.3,6.46,Low,6.0,Storm,Spring,5,8,3.1,Refrigerated,0,1,2004,60,3729.44,1333.931889,5063.371889,0,0,0,1
SH_886,"Denver, CO","Phoenix, AZ",60.4,22.5,4.71,4.56,Low,7.3,Rain,Winter,3,8,3.4,Tanker,1,2,673,70,1446.95,695.1381579,2142.088158,0,1,0,0
SH_887,"Houston, TX","Miami, FL",55.4,17.4,3.81,6.71,Medium,6.5,Storm,Summer,4,8,6.0,Refrigerated,1,1,1112,60,2049.42,631.4038748,2680.823875,0,0,1,0
SH_888,"Dallas, TX","Chicago, IL",43.8,14.9,3.67,6.28,Low,9.2,Rain,Spring,3,8,0.7,Dry Van,0,1,925,60,1704.77,540.5652866,2245.335287,0,0,0,1
SH_889,"Atlanta, GA","Los Angeles, CA",47.4,21.7,4.09,7.33,Medium,4.8,Clear,Winter,7,8,5.6,Flatbed,1,1,2223,60,4088.1,1240.391542,5328.491542,1,0,0,0
SH_890,"Denver, CO","Dallas, TX",54.5,13.2,4.21,7.72,Low,9.0,Clear,Winter,2,8,0.2,Tanker,0,1,762,60,1387.6,415.5466321,1803.146632,0,1,0,0
SH_891,"Houston, TX","Dallas, TX",61.3,25.5,3.57,4.96,Medium,8.7,Clear,Winter,1,8,3.7,Flatbed,0,2,259,70,554.26,186.4173387,740.6773387,1,0,0,0
SH_892,"New York, NY","Atlanta, GA",59.6,23.2,3.71,6.45,High,7.5,Snow,Winter,2,8,6.4,Flatbed,0,1,858,60,1592.45,493.5162791,2085.966279,1,0,0,0
SH_893,"Houston, TX","Miami, FL",43.0,8.0,3.45,6.0,Low,9.0,Storm,Spring,4,8,2.0,Flatbed,0,1,1112,60,2049.42,639.4,2688.82,0,0,0,1
SH_894,"New York, NY","Dallas, TX",69.1,12.3,4.75,7.09,Low,6.5,Rain,Summer,3,8,9.6,Refrigerated,0,2,1576,70,3435.68,1055.853315,4491.533315,0,0,1,0
SH_895,"Chicago, IL","Atlanta, GA",48.3,28.5,4.21,4.42,High,7.4,Fog,Summer,3,8,8.6,Refrigerated,1,1,677,60,1251.1,644.8348416,1895.934842,0,1,0,0
SH_896,"Chicago, IL","Los Angeles, CA",48.9,21.9,4.09,4.93,Medium,7.4,Fog,Spring,7,8,6.6,Refrigerated,1,1,2004,60,3729.44,1662.547667,5391.987667,0,1,0,0
SH_897,"Chicago, IL","Miami, FL",65.2,17.5,4.79,7.68,Medium,4.3,Clear,Spring,4,8,0.4,Tanker,1,2,1370,70,3014.0,854.4661458,3868.466146,0,0,0,1
SH_898,"Houston, TX","Seattle, WA",59.0,8.7,4.49,4.03,Low,5.0,Clear,Summer,5,8,6.7,Tanker,0,1,2173,60,3965.72,2421.034739,6386.754739,0,1,0,0
SH_899,"Denver, CO","Houston, TX",40.0,8.0,4.07,6.7,High,6.5,Snow,Fall,5,8,5.2,Refrigerated,1,1,1010,60,1839.21,613.5373134,2452.747313,0,0,0,1
SH_900,"Houston, TX","Denver, CO",46.7,26.0,4.45,7.58,Low,4.7,Fog,Summer,3,8,2.1,Refrigerated,0,1,1010,60,1839.21,592.9419525,2432.151953,0,0,0,1
SH_901,"Phoenix, AZ","Chicago, IL",74.9,12.0,4.34,4.71,Medium,7.5,Storm,Winter,3,8,3.2,Flatbed,0,3,1670,80,4550.75,1538.81104,6089.56104,0,0,1,0
SH_902,"Denver, CO","New York, NY",46.6,20.6,3.67,4.84,High,5.9,Clear,Spring,7,8,4.0,Flatbed,1,1,1872,60,3474.43,1419.471074,4893.901074,1,0,0,0
SH_903,"Atlanta, GA","Miami, FL",55.7,13.0,4.49,7.88,High,6.6,Fog,Winter,3,8,5.7,Refrigerated,1,1,697,60,1288.06,397.1484772,1685.208477,0,0,1,0
SH_904,"Phoenix, AZ","Houston, TX",64.2,17.8,4.3,7.56,High,6.6,Storm,Summer,4,8,7.5,Tanker,1,2,1166,70,2501.07,663.2010582,3164.271058,0,1,0,0
SH_905,"Phoenix, AZ","Denver, CO",61.1,13.1,4.97,6.67,High,4.3,Snow,Spring,2,8,1.3,Tanker,0,2,673,70,1446.95,501.4707646,1948.420765,0,1,0,0
SH_906,"Chicago, IL","Houston, TX",71.3,29.4,3.09,5.42,Medium,5.3,Rain,Spring,2,8,6.4,Flatbed,0,3,1083,80,2943.59,617.4298893,3561.019889,1,0,0,0
SH_907,"Dallas, TX","Chicago, IL",56.9,22.1,4.56,4.08,High,9.3,Clear,Spring,4,8,8.1,Tanker,1,1,925,60,1704.77,1033.823529,2738.593529,0,1,0,0
SH_908,"Los Angeles, CA","Houston, TX",43.9,23.0,3.31,7.4,High,8.4,Clear,Winter,6,8,5.0,Tanker,1,1,1577,60,2892.22,705.3878378,3597.607838,0,1,0,0
SH_909,"Atlanta, GA","Houston, TX",49.7,21.1,4.39,7.48,Medium,6.1,Fog,Summer,3,8,9.9,Dry Van,0,1,806,60,1467.73,473.040107,1940.770107,0,0,0,1
SH_910,"Dallas, TX","Denver, CO",72.7,18.1,3.58,5.07,Medium,9.6,Fog,Summer,3,8,5.8,Tanker,1,3,762,80,2044.45,538.0591716,2582.509172,0,0,1,0
SH_911,"Phoenix, AZ","Dallas, TX",65.9,17.5,3.54,4.68,Low,7.7,Storm,Summer,3,8,5.7,Refrigerated,1,2,1017,70,2181.47,769.2692308,2950.739231,1,0,0,0
SH_912,"Denver, CO","Los Angeles, CA",45.0,27.1,4.16,4.51,High,6.8,Fog,Fall,4,8,2.8,Flatbed,1,1,954,60,1754.41,879.9645233,2634.374523,0,1,0,0
SH_913,"Seattle, WA","New York, NY",66.3,21.1,3.71,4.2,Medium,4.2,Fog,Spring,7,8,4.8,Flatbed,1,2,2762,70,6048.78,2439.766667,8488.546667,0,1,0,0
SH_914,"Houston, TX","Phoenix, AZ",43.2,13.2,3.87,5.12,Medium,7.5,Storm,Summer,5,8,2.2,Dry Van,1,1,1166,60,2123.29,881.3320313,3004.622031,0,0,1,0
SH_915,"Dallas, TX","New York, NY",54.9,29.6,4.11,7.72,Low,4.0,Rain,Summer,4,8,9.0,Dry Van,0,1,1576,60,2918.75,839.0362694,3757.786269,1,0,0,0
SH_916,"Miami, FL","Denver, CO",43.4,15.6,4.87,6.17,Medium,7.2,Snow,Summer,7,8,0.0,Tanker,1,1,1984,60,3666.43,1565.97731,5232.40731,0,0,1,0
SH_917,"Dallas, TX","Atlanta, GA",43.1,20.8,4.83,4.83,Low,8.0,Snow,Winter,4,8,6.7,Flatbed,1,1,828,60,1507.79,828.0,2335.79,0,1,0,0
SH_918,"Chicago, IL","Miami, FL",68.2,29.7,3.75,5.78,Low,4.3,Storm,Summer,4,8,6.6,Flatbed,1,2,1370,70,3014.0,888.8408304,3902.84083,0,0,1,0
SH_919,"Denver, CO","Seattle, WA",64.1,8.2,3.85,4.99,Medium,8.5,Clear,Fall,4,8,8.8,Flatbed,1,2,1172,70,2525.66,904.248497,3429.908497,0,0,1,0
SH_920,"Denver, CO","New York, NY",46.9,20.3,3.18,5.57,High,8.3,Clear,Fall,5,8,6.2,Flatbed,0,1,1872,60,3474.43,1068.754039,4543.184039,0,0,1,0
SH_921,"Miami, FL","Phoenix, AZ",53.2,7.6,4.44,6.02,High,8.3,Snow,Spring,7,8,3.2,Dry Van,1,1,2276,60,4206.05,1678.644518,5884.694518,1,0,0,0
SH_922,"Denver, CO","Atlanta, GA",40.9,13.5,4.61,7.59,High,7.1,Clear,Spring,6,8,0.3,Dry Van,1,1,1392,60,2540.4,845.4703557,3385.870356,0,1,0,0
SH_923,"Dallas, TX","Houston, TX",40.5,28.6,3.98,5.37,Medium,9.5,Rain,Winter,2,8,3.9,Flatbed,1,1,259,60,470.34,191.9590317,662.2990317,0,0,1,0
SH_924,"Houston, TX","Chicago, IL",73.4,20.1,4.87,4.81,High,4.9,Fog,Fall,3,8,6.8,Refrigerated,1,3,1083,80,2943.59,1096.509356,4040.099356,0,0,1,0
SH_925,"Chicago, IL","Houston, TX",49.4,25.0,3.91,6.68,Medium,5.9,Fog,Summer,4,8,9.9,Refrigerated,1,1,1083,60,1995.97,633.9116766,2629.881677,0,1,0,0
SH_926,"Denver, CO","Houston, TX",57.7,26.1,3.48,5.66,High,7.7,Fog,Spring,3,8,4.6,Flatbed,0,1,1010,60,1839.21,620.9893993,2460.199399,0,0,0,1
SH_927,"New York, NY","Phoenix, AZ",60.5,20.6,4.31,4.28,High,7.8,Fog,Summer,6,8,5.4,Tanker,0,2,2461,70,5377.29,2478.25,7855.54,0,0,0,1
SH_928,"Seattle, WA","Atlanta, GA",59.5,26.4,4.86,4.74,Medium,6.6,Rain,Spring,7,8,4.1,Refrigerated,1,1,2505,60,4584.15,2568.417722,7152.567722,1,0,0,0
SH_929,"Denver, CO","New York, NY",68.5,5.9,4.06,6.65,Low,5.2,Rain,Fall,5,8,8.4,Dry Van,1,2,1872,70,4090.32,1142.905263,5233.225263,0,1,0,0
SH_930,"Los Angeles, CA","Houston, TX",54.4,10.9,4.46,4.53,High,8.1,Rain,Fall,4,8,4.9,Refrigerated,0,1,1577,60,2892.22,1552.631347,4444.851347,1,0,0,0
SH_931,"Los Angeles, CA","Atlanta, GA",40.5,12.6,4.4,7.16,Low,5.8,Snow,Fall,8,8,5.7,Tanker,1,1,2223,60,4088.1,1366.089385,5454.189385,0,0,1,0
SH_932,"Denver, CO","Dallas, TX",63.2,27.0,3.82,5.16,Low,4.1,Snow,Spring,3,8,4.0,Flatbed,1,2,762,70,1634.49,564.1162791,2198.606279,0,0,1,0
SH_933,"Houston, TX","Seattle, WA",46.4,15.8,4.97,5.19,High,7.6,Clear,Fall,6,8,3.3,Flatbed,0,1,2173,60,3965.72,2080.888247,6046.608247,1,0,0,0
SH_934,"Chicago, IL","Miami, FL",70.5,5.4,3.87,4.9,Medium,6.3,Clear,Fall,3,8,7.5,Dry Van,0,3,1370,80,3781.2,1082.020408,4863.220408,0,0,0,1
SH_935,"Denver, CO","Los Angeles, CA",57.9,19.1,3.99,6.93,Low,6.3,Storm,Winter,4,8,4.8,Dry Van,1,1,954,60,1754.41,549.2727273,2303.682727,0,0,1,0
SH_936,"Chicago, IL","Atlanta, GA",68.9,11.9,3.15,6.83,Low,6.9,Snow,Summer,2,8,9.8,Tanker,0,2,677,70,1472.47,312.2327965,1784.702796,0,1,0,0
SH_937,"Denver, CO","Atlanta, GA",54.5,15.2,3.65,7.13,Low,8.6,Rain,Spring,5,8,3.1,Dry Van,1,1,1392,60,2540.4,712.5946704,3252.99467,1,0,0,0
SH_938,"Denver, CO","Houston, TX",68.4,7.2,4.61,6.68,Low,8.4,Fog,Summer,3,8,0.0,Flatbed,1,2,1010,70,2166.45,697.0209581,2863.470958,0,0,1,0
SH_939,"Seattle, WA","Denver, CO",63.8,8.0,3.23,5.64,High,7.9,Rain,Summer,4,8,3.2,Refrigerated,1,2,1172,70,2525.66,671.1985816,3196.858582,0,0,1,0
SH_940,"Phoenix, AZ","Miami, FL",62.2,7.6,4.26,4.38,Low,4.6,Storm,Winter,5,8,3.2,Flatbed,0,2,2276,70,4950.3,2213.643836,7163.943836,0,1,0,0
SH_941,"Houston, TX","Seattle, WA",41.3,16.1,3.23,5.41,Medium,10.0,Snow,Winter,8,8,5.6,Refrigerated,1,1,2173,60,3965.72,1297.373383,5263.093383,0,0,1,0
SH_942,"Denver, CO","Dallas, TX",47.3,8.6,4.81,7.88,Medium,10.0,Snow,Winter,4,8,2.8,Refrigerated,1,1,762,60,1387.6,465.1294416,1852.729442,0,1,0,0
SH_943,"Atlanta, GA","Los Angeles, CA",42.2,20.1,3.11,7.58,High,7.2,Snow,Fall,8,8,8.3,Flatbed,1,1,2223,60,4088.1,912.0751979,5000.175198,0,0,0,1
SH_944,"Chicago, IL","Phoenix, AZ",41.4,27.0,3.63,4.52,High,6.8,Fog,Summer,6,8,2.7,Tanker,0,1,1670,60,3086.16,1341.172566,4427.332566,0,0,0,1
SH_945,"Los Angeles, CA","Houston, TX",54.7,27.4,4.97,6.55,Low,5.0,Snow,Fall,5,8,3.5,Dry Van,1,1,1577,60,2892.22,1196.593893,4088.813893,0,0,1,0
SH_946,"Dallas, TX","New York, NY",40.6,11.8,4.61,6.46,High,8.5,Rain,Fall,5,8,4.4,Refrigerated,0,1,1576,60,2918.75,1124.668731,4043.418731,0,0,1,0
SH_947,"Denver, CO","Atlanta, GA",67.4,16.3,4.58,7.35,Medium,7.9,Snow,Winter,3,8,2.7,Flatbed,0,2,1392,70,2992.8,867.3959184,3860.195918,0,0,1,0
SH_949,"Phoenix, AZ","Los Angeles, CA",43.4,28.1,4.14,5.45,Low,8.5,Storm,Summer,2,8,6.7,Dry Van,0,1,410,60,753.99,311.4495413,1065.439541,0,0,1,0
SH_950,"Chicago, IL","Denver, CO",63.5,26.1,3.8,6.09,Low,6.4,Fog,Fall,3,8,8.0,Refrigerated,0,2,1056,70,2296.8,658.9162562,2955.716256,0,0,1,0
SH_951,"Dallas, TX","Seattle, WA",65.3,10.2,3.5,5.35,High,7.5,Rain,Winter,4,8,7.5,Tanker,0,2,1932,70,4153.8,1263.925234,5417.725234,0,1,0,0
SH_952,"Houston, TX","Los Angeles, CA",40.4,24.4,4.64,4.24,Medium,7.7,Storm,Fall,5,8,7.9,Dry Van,0,1,1577,60,2892.22,1725.773585,4617.993585,0,1,0,0
SH_953,"Chicago, IL","Miami, FL",69.8,24.4,3.54,7.25,High,7.2,Clear,Winter,4,8,4.6,Tanker,1,2,1370,70,3014.0,668.937931,3682.937931,0,1,0,0
SH_954,"Phoenix, AZ","Chicago, IL",71.1,7.6,4.49,7.22,High,5.6,Rain,Spring,4,8,7.1,Dry Van,1,3,1670,80,4550.75,1038.545706,5589.295706,1,0,0,0
SH_955,"Phoenix, AZ","Denver, CO",43.9,22.6,4.82,6.61,Medium,8.6,Rain,Spring,2,8,1.8,Dry Van,0,1,673,60,1228.23,490.7503782,1718.980378,0,1,0,0
SH_956,"Denver, CO","Los Angeles, CA",51.5,26.5,3.25,5.73,Low,6.4,Clear,Summer,3,8,1.5,Dry Van,0,1,954,60,1754.41,541.0994764,2295.509476,1,0,0,0
SH_957,"New York, NY","Phoenix, AZ",48.3,25.5,3.42,4.96,Medium,4.8,Storm,Fall,7,8,0.7,Flatbed,0,1,2461,60,4567.62,1696.899194,6264.519194,1,0,0,0
SH_958,"Phoenix, AZ","Los Angeles, CA",49.9,18.9,4.46,6.13,High,9.6,Fog,Spring,3,8,3.6,Tanker,1,1,410,60,753.99,298.3034258,1052.293426,0,1,0,0
SH_959,"New York, NY","Houston, TX",65.9,27.3,3.9,6.12,Low,6.5,Storm,Winter,5,8,2.3,Flatbed,1,2,1630,70,3553.4,1038.72549,4592.12549,0,0,1,0
SH_960,"Atlanta, GA","Phoenix, AZ",53.0,10.8,4.12,4.54,High,5.9,Storm,Winter,6,8,4.1,Flatbed,1,1,1827,60,3334.28,1657.982379,4992.262379,0,0,1,0
SH_961,"Seattle, WA","Denver, CO",44.0,11.2,4.61,7.05,Medium,6.3,Snow,Spring,4,8,6.0,Flatbed,0,1,1172,60,2144.76,766.3716312,2911.131631,0,0,1,0
SH_962,"Houston, TX","Los Angeles, CA",57.3,23.6,4.54,6.0,Medium,5.8,Snow,Fall,4,8,4.1,Refrigerated,0,1,1577,60,2892.22,1193.263333,4085.483333,0,0,1,0
SH_963,"Miami, FL","Seattle, WA",65.6,11.1,3.34,6.12,Low,5.7,Snow,Winter,6,8,1.2,Dry Van,0,2,3141,70,6847.38,1714.205882,8561.585882,1,0,0,0
SH_964,"Los Angeles, CA","Phoenix, AZ",49.9,5.0,3.25,7.73,High,9.2,Snow,Fall,3,8,7.8,Dry Van,1,1,410,60,753.99,172.3803364,926.3703364,0,0,1,0
SH_965,"New York, NY","Houston, TX",74.0,14.3,4.36,4.25,Medium,6.4,Fog,Spring,4,8,5.4,Dry Van,1,3,1630,80,4453.16,1672.188235,6125.348235,0,0,0,1
SH_966,"Los Angeles, CA","Seattle, WA",44.2,22.6,4.29,5.5,High,9.7,Fog,Winter,4,8,3.1,Refrigerated,0,1,1104,60,2034.67,861.12,2895.79,0,0,1,0
SH_967,"Dallas, TX","Atlanta, GA",52.8,11.0,4.34,4.79,Low,9.4,Fog,Summer,3,8,1.8,Refrigerated,1,1,828,60,1507.79,750.2129436,2258.002944,0,0,0,1
SH_968,"Denver, CO","Chicago, IL",53.5,15.1,4.57,7.85,Low,4.8,Fog,Summer,4,8,9.4,Tanker,1,1,1056,60,1951.49,614.766879,2566.256879,0,1,0,0
SH_969,"Phoenix, AZ","Chicago, IL",40.7,25.1,3.22,7.95,Low,7.7,Clear,Summer,6,8,4.9,Flatbed,0,1,1670,60,3086.16,676.4025157,3762.562516,1,0,0,0
SH_970,"Houston, TX","Los Angeles, CA",62.3,12.2,3.47,6.92,High,4.2,Storm,Summer,4,8,0.1,Refrigerated,0,2,1577,70,3406.32,790.7789017,4197.098902,0,0,1,0
SH_971,"Seattle, WA","Los Angeles, CA",42.4,29.9,3.58,4.6,Low,5.4,Rain,Fall,5,8,7.0,Flatbed,1,1,1104,60,2034.67,859.2,2893.87,0,0,0,1
SH_972,"Dallas, TX","Houston, TX",48.1,13.8,4.52,6.33,High,8.1,Clear,Fall,1,8,4.1,Dry Van,0,1,259,60,470.34,184.9415482,655.2815482,0,1,0,0
